Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,TrackStatus,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,IsPersonalBest
OCO,Alpine,8.0,1:57:884,0:33:315,0:49:965,0:34:604,INTERMEDIATE,3.0,1,136.0,116.0,271.0,282.0,,False
OCO,Alpine,9.0,1:25:403,0:24:902,0:33:726,0:26:775,INTERMEDIATE,4.0,1,256.0,257.0,271.0,304.0,,False
OCO,Alpine,10.0,1:58:472,0:36:721,0:50:506,0:31:245,INTERMEDIATE,5.0,1,141.0,206.0,274.0,283.0,,False
OCO,Alpine,11.0,1:25:970,0:24:573,0:34:122,0:27:275,INTERMEDIATE,6.0,1,253.0,252.0,271.0,306.0,,False
OCO,Alpine,12.0,1:40:149,0:27:928,0:37:870,0:34:351,INTERMEDIATE,7.0,1,192.0,211.0,,285.0,,False
OCO,Alpine,13.0,,,0:38:672,0:28:618,INTERMEDIATE,8.0,1,172.0,210.0,254.0,228.0,,False
OCO,Alpine,14.0,2:23:190,0:28:563,0:39:041,1:15:586,INTERMEDIATE,9.0,1,186.0,203.0,3.0,287.0,,False
OCO,Alpine,15.0,1:48:214,0:30:450,0:41:533,0:36:231,INTERMEDIATE,10.0,1,172.0,166.0,,,,False
HAM,Mercedes,1.0,,,0:35:749,0:42:010,SOFT,1.0,1,215.0,220.0,283.0,193.0,,False
HAM,Mercedes,2.0,1:14:126,0:22:304,0:29:481,0:22:341,SOFT,2.0,1,286.0,305.0,289.0,321.0,,True
HAM,Mercedes,3.0,2:06:931,0:41:146,0:54:087,0:31:698,SOFT,3.0,1,127.0,208.0,282.0,190.0,,False
HAM,Mercedes,4.0,1:14:072,0:22:084,0:29:707,0:22:281,SOFT,4.0,1,286.0,305.0,291.0,324.0,,True
HAM,Mercedes,5.0,,0:42:962,,,SOFT,5.0,15,98.0,,,192.0,,False
HAM,Mercedes,6.0,,,0:36:268,0:29:255,SOFT,6.0,1,144.0,230.0,272.0,233.0,,False
HAM,Mercedes,7.0,1:23:535,0:24:447,0:33:627,0:25:461,SOFT,7.0,1,233.0,268.0,269.0,323.0,,False
HAM,Mercedes,8.0,1:39:377,0:24:595,0:37:448,0:37:334,SOFT,8.0,1,218.0,204.0,53.0,309.0,,False
HAM,Mercedes,9.0,2:01:939,0:55:297,0:35:509,0:31:133,SOFT,9.0,1,212.0,224.0,,277.0,,False
SAI,Ferrari,1.0,,,0:34:526,0:51:657,MEDIUM,1.0,1,205.0,231.0,283.0,125.0,,False
SAI,Ferrari,2.0,1:22:301,0:22:880,0:30:467,0:28:954,MEDIUM,2.0,1,279.0,300.0,,319.0,,False
SAI,Ferrari,3.0,2:01:892,0:49:101,0:37:850,0:34:941,SOFT,1.0,1,154.0,256.0,290.0,227.0,,False
SAI,Ferrari,4.0,1:14:240,0:22:143,0:29:700,0:22:397,SOFT,2.0,1,287.0,307.0,296.0,325.0,,True
SAI,Ferrari,5.0,,0:39:142,,,SOFT,3.0,15,91.0,,,254.0,,False
SAI,Ferrari,6.0,,,0:37:805,0:28:498,INTERMEDIATE,1.0,1,215.0,234.0,262.0,240.0,,False
SAI,Ferrari,7.0,1:26:155,0:25:565,0:34:424,0:26:166,INTERMEDIATE,2.0,1,241.0,248.0,268.0,293.0,,False
SAI,Ferrari,8.0,1:25:761,0:24:868,0:33:925,0:26:968,INTERMEDIATE,3.0,1,254.0,250.0,259.0,296.0,,False
SAI,Ferrari,9.0,1:50:051,0:41:368,0:40:807,0:27:876,INTERMEDIATE,4.0,1,138.0,222.0,265.0,131.0,,False
SAI,Ferrari,10.0,1:25:685,0:24:815,0:33:829,0:27:041,INTERMEDIATE,5.0,1,257.0,250.0,266.0,295.0,,False
SAI,Ferrari,11.0,1:50:693,0:34:492,0:40:210,0:35:991,INTERMEDIATE,6.0,1,202.0,211.0,,178.0,,False
SAI,Ferrari,12.0,2:18:468,1:08:327,0:38:836,0:31:305,INTERMEDIATE,7.0,1,218.0,233.0,267.0,238.0,,False
SAI,Ferrari,13.0,1:35:279,0:24:634,0:34:291,0:36:354,INTERMEDIATE,8.0,1,261.0,263.0,,297.0,,False
SAI,Ferrari,14.0,,,0:34:063,0:26:457,SOFT,4.0,1,232.0,249.0,269.0,244.0,,False
SAI,Ferrari,15.0,1:20:552,0:24:054,0:32:069,0:24:429,SOFT,5.0,1,254.0,267.0,284.0,297.0,,False
SAI,Ferrari,16.0,1:26:613,0:22:818,0:36:763,0:27:032,SOFT,6.0,1,262.0,243.0,286.0,324.0,,False
SAI,Ferrari,17.0,1:16:818,0:22:592,0:30:849,0:23:377,SOFT,7.0,1,270.0,284.0,291.0,327.0,,False
SAI,Ferrari,18.0,1:31:984,0:22:850,0:39:086,0:30:048,SOFT,8.0,1,265.0,203.0,220.0,317.0,,False
SAI,Ferrari,19.0,1:55:546,0:31:304,0:38:573,0:45:669,SOFT,9.0,1,177.0,195.0,55.0,220.0,,False
SAI,Ferrari,20.0,2:10:594,0:57:106,0:35:866,0:37:622,SOFT,10.0,1,203.0,228.0,,284.0,,False
RUS,Mercedes,1.0,,,0:38:863,0:33:029,SOFT,1.0,1,238.0,133.0,288.0,99.0,,False
RUS,Mercedes,2.0,1:14:279,0:22:108,0:29:774,0:22:397,SOFT,2.0,1,283.0,301.0,291.0,321.0,,True
RUS,Mercedes,3.0,1:59:955,0:35:627,0:53:052,0:31:276,SOFT,3.0,1,145.0,144.0,289.0,239.0,,False
RUS,Mercedes,4.0,1:14:278,0:22:066,0:29:861,0:22:351,SOFT,4.0,1,284.0,303.0,293.0,322.0,,True
RUS,Mercedes,5.0,,0:34:619,0:53:437,,SOFT,5.0,15,147.0,119.0,,289.0,,False
RUS,Mercedes,6.0,,,0:41:278,0:28:129,INTERMEDIATE,1.0,1,223.0,237.0,263.0,243.0,,False
RUS,Mercedes,7.0,1:25:310,0:25:082,0:33:715,0:26:513,INTERMEDIATE,2.0,1,242.0,254.0,265.0,293.0,,False
RUS,Mercedes,8.0,1:45:338,0:32:576,0:44:391,0:28:371,INTERMEDIATE,3.0,1,191.0,199.0,268.0,277.0,,False
RUS,Mercedes,9.0,1:24:259,0:24:477,0:33:270,0:26:512,INTERMEDIATE,4.0,1,266.0,267.0,270.0,293.0,,False
RUS,Mercedes,10.0,2:03:801,0:35:348,0:53:931,0:34:522,INTERMEDIATE,5.0,1,149.0,94.0,271.0,274.0,,False
RUS,Mercedes,11.0,1:31:858,0:24:444,0:33:493,0:33:921,INTERMEDIATE,6.0,1,263.0,261.0,,298.0,,False
RUS,Mercedes,12.0,,,0:35:442,0:25:584,SOFT,6.0,1,213.0,236.0,282.0,240.0,,False
RUS,Mercedes,13.0,1:18:750,0:23:206,0:31:495,0:24:049,SOFT,7.0,1,270.0,274.0,285.0,323.0,,False
RUS,Mercedes,14.0,1:17:468,0:22:678,0:31:082,0:23:708,SOFT,8.0,1,273.0,271.0,290.0,324.0,,False
RUS,Mercedes,15.0,1:48:603,0:31:883,0:35:553,0:41:167,SOFT,9.0,1,196.0,240.0,37.0,210.0,,False
RUS,Mercedes,16.0,1:59:506,0:54:062,0:34:587,0:30:857,SOFT,10.0,1,235.0,234.0,,297.0,,False
BOT,Alfa Romeo,1.0,,,0:38:560,0:51:647,SOFT,1.0,1,209.0,195.0,283.0,202.0,,False
BOT,Alfa Romeo,2.0,1:14:360,0:22:351,0:29:743,0:22:266,SOFT,2.0,1,279.0,300.0,294.0,315.0,,True
BOT,Alfa Romeo,3.0,2:05:424,0:36:233,0:50:424,0:38:767,SOFT,3.0,1,161.0,172.0,287.0,185.0,,False
BOT,Alfa Romeo,4.0,1:14:500,0:22:271,0:29:853,0:22:376,SOFT,4.0,1,282.0,300.0,290.0,317.0,,False
BOT,Alfa Romeo,5.0,,0:30:903,0:35:302,,SOFT,5.0,15,206.0,234.0,,230.0,,False
BOT,Alfa Romeo,6.0,,,0:39:583,0:31:609,INTERMEDIATE,1.0,1,203.0,206.0,262.0,212.0,,False
BOT,Alfa Romeo,7.0,1:24:280,0:24:613,0:32:894,0:26:773,INTERMEDIATE,2.0,1,250.0,248.0,267.0,290.0,,False
BOT,Alfa Romeo,8.0,1:58:279,0:40:630,0:48:131,0:29:518,INTERMEDIATE,3.0,1,157.0,190.0,264.0,170.0,,False
BOT,Alfa Romeo,9.0,1:34:223,0:24:349,0:33:031,0:36:843,INTERMEDIATE,4.0,1,255.0,247.0,229.0,289.0,,False
BOT,Alfa Romeo,10.0,1:46:482,0:30:467,0:39:077,0:36:938,INTERMEDIATE,5.0,1,183.0,187.0,,261.0,,False
BOT,Alfa Romeo,11.0,1:56:254,0:49:828,0:36:689,0:29:737,SOFT,1.0,1,202.0,177.0,275.0,179.0,,False
BOT,Alfa Romeo,12.0,1:17:579,0:22:946,0:31:095,0:23:538,SOFT,2.0,1,256.0,269.0,284.0,316.0,,False
BOT,Alfa Romeo,13.0,1:22:118,0:22:835,0:31:243,0:28:040,SOFT,3.0,1,258.0,274.0,237.0,322.0,,False
BOT,Alfa Romeo,14.0,1:45:686,0:29:117,0:37:220,0:39:349,SOFT,4.0,1,214.0,223.0,43.0,264.0,,False
BOT,Alfa Romeo,15.0,2:04:204,0:50:644,0:36:461,0:37:099,SOFT,5.0,1,221.0,186.0,,297.0,,False
PIA,McLaren,1.0,,,0:39:367,0:48:521,SOFT,1.0,1,195.0,160.0,281.0,105.0,,False
PIA,McLaren,2.0,1:15:105,0:22:710,0:30:053,0:22:342,SOFT,2.0,1,280.0,295.0,289.0,314.0,,True
PIA,McLaren,3.0,2:00:316,0:33:057,0:54:741,0:32:518,SOFT,3.0,1,165.0,187.0,278.0,299.0,,False
PIA,McLaren,4.0,1:15:320,0:22:632,0:30:011,0:22:677,SOFT,4.0,1,280.0,301.0,290.0,317.0,,False
PIA,McLaren,5.0,,0:31:454,,,SOFT,5.0,15,197.0,,,251.0,,False
PIA,McLaren,6.0,,,0:35:745,0:32:723,INTERMEDIATE,1.0,1,212.0,200.0,256.0,217.0,,False
PIA,McLaren,7.0,1:25:888,0:25:188,0:33:540,0:27:160,INTERMEDIATE,2.0,1,247.0,221.0,262.0,291.0,,False
PIA,McLaren,8.0,1:47:577,0:33:012,0:44:741,0:29:824,INTERMEDIATE,3.0,1,192.0,184.0,256.0,271.0,,False
PIA,McLaren,9.0,1:25:827,0:24:823,0:33:519,0:27:485,INTERMEDIATE,4.0,1,256.0,213.0,263.0,290.0,,False
PIA,McLaren,10.0,1:50:594,0:30:945,0:44:829,0:34:820,INTERMEDIATE,5.0,1,151.0,198.0,265.0,276.0,,False
PIA,McLaren,11.0,1:26:819,0:24:487,0:34:160,0:28:172,INTERMEDIATE,6.0,1,263.0,213.0,265.0,291.0,,False
PIA,McLaren,12.0,1:50:390,0:33:868,0:41:295,0:35:227,INTERMEDIATE,7.0,1,196.0,189.0,,201.0,,False
PIA,McLaren,13.0,,,0:34:983,0:26:829,SOFT,6.0,1,223.0,186.0,277.0,234.0,,False
PIA,McLaren,14.0,1:20:096,0:23:519,0:32:148,0:24:429,SOFT,7.0,1,259.0,224.0,279.0,315.0,,False
PIA,McLaren,15.0,1:17:839,0:22:984,0:31:353,0:23:502,SOFT,8.0,1,271.0,235.0,284.0,,,False
PIA,McLaren,16.0,1:40:094,0:24:602,0:33:098,0:42:394,SOFT,9.0,1,234.0,231.0,64.0,299.0,,False
PIA,McLaren,17.0,2:09:935,0:56:256,0:37:282,0:36:397,SOFT,10.0,1,170.0,225.0,,278.0,,False
