Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,TrackStatus,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,IsPersonalBest
NOR,McLaren,6.0,,,0:40:061,0:36:824,INTERMEDIATE,1.0,1,180.0,189.0,,227.0,,False
NOR,McLaren,7.0,,,0:36:121,0:31:548,INTERMEDIATE,2.0,1,208.0,228.0,262.0,232.0,,False
NOR,McLaren,8.0,1:25:260,0:24:794,0:33:594,0:26:872,INTERMEDIATE,3.0,1,255.0,239.0,268.0,294.0,,False
NOR,McLaren,9.0,1:26:404,0:24:772,0:33:848,0:27:784,INTERMEDIATE,4.0,1,249.0,260.0,267.0,,,False
NOR,McLaren,10.0,2:10:084,0:42:184,0:53:368,0:34:532,INTERMEDIATE,5.0,1,109.0,169.0,267.0,135.0,,False
NOR,McLaren,11.0,1:33:414,0:24:568,0:34:324,0:34:522,INTERMEDIATE,6.0,1,252.0,239.0,,295.0,,False
NOR,McLaren,12.0,1:58:433,0:56:067,0:35:166,0:27:200,SOFT,6.0,1,215.0,236.0,267.0,246.0,,False
NOR,McLaren,13.0,1:21:621,0:23:582,0:31:912,0:26:127,SOFT,7.0,1,259.0,227.0,271.0,295.0,,False
NOR,McLaren,14.0,1:20:419,0:23:554,0:31:329,0:25:536,SOFT,8.0,1,261.0,249.0,273.0,294.0,,False
NOR,McLaren,15.0,1:19:362,0:23:484,0:31:107,0:24:771,SOFT,9.0,1,262.0,262.0,283.0,296.0,,False
NOR,McLaren,16.0,1:18:194,0:22:818,0:31:166,0:24:210,SOFT,10.0,1,272.0,283.0,284.0,318.0,,False
NOR,McLaren,17.0,1:17:794,0:22:737,0:30:973,0:24:084,SOFT,11.0,1,,273.0,280.0,313.0,,False
NOR,McLaren,18.0,1:19:948,0:22:841,0:32:241,0:24:866,SOFT,12.0,1,270.0,258.0,275.0,322.0,,False
NOR,McLaren,19.0,1:43:511,0:28:066,0:35:427,0:40:018,SOFT,13.0,1,183.0,216.0,48.0,261.0,,False
NOR,McLaren,20.0,2:01:628,0:53:960,0:34:816,0:32:852,SOFT,14.0,1,196.0,202.0,,282.0,,False
GAS,Alpine,1.0,,,0:37:565,0:47:969,MEDIUM,1.0,1,205.0,236.0,284.0,235.0,,False
GAS,Alpine,2.0,1:15:841,0:22:593,0:30:346,0:22:902,MEDIUM,2.0,1,287.0,302.0,286.0,325.0,,True
GAS,Alpine,3.0,1:33:242,0:26:194,0:36:097,0:30:951,MEDIUM,3.0,1,240.0,209.0,,299.0,,False
GAS,Alpine,4.0,2:01:322,0:52:193,0:40:784,0:28:345,SOFT,1.0,1,220.0,236.0,289.0,190.0,,False
GAS,Alpine,5.0,,0:22:021,,,SOFT,2.0,15,289.0,,,326.0,,False
GAS,Alpine,6.0,,,0:36:655,0:27:702,INTERMEDIATE,1.0,1,222.0,215.0,269.0,224.0,,False
GAS,Alpine,7.0,1:24:518,0:24:553,0:33:430,0:26:535,INTERMEDIATE,2.0,1,253.0,238.0,269.0,303.0,,False
GAS,Alpine,8.0,1:52:659,0:37:394,0:42:716,0:32:549,INTERMEDIATE,3.0,1,179.0,187.0,271.0,242.0,,False
GAS,Alpine,9.0,1:25:230,0:24:454,0:33:341,0:27:435,INTERMEDIATE,4.0,1,260.0,257.0,269.0,302.0,,False
GAS,Alpine,10.0,1:52:102,0:34:430,0:48:990,0:28:682,INTERMEDIATE,5.0,1,182.0,206.0,271.0,275.0,,False
GAS,Alpine,11.0,1:47:893,0:24:491,0:46:097,0:37:305,INTERMEDIATE,6.0,1,269.0,183.0,,302.0,,False
GAS,Alpine,12.0,,,0:40:304,0:30:249,INTERMEDIATE,7.0,1,186.0,197.0,254.0,233.0,,False
GAS,Alpine,13.0,1:55:652,0:29:242,0:39:979,0:46:431,INTERMEDIATE,8.0,1,208.0,196.0,61.0,284.0,,False
GAS,Alpine,14.0,2:19:303,1:00:174,0:43:258,0:35:871,INTERMEDIATE,9.0,1,191.0,186.0,,277.0,,False
PER,Red Bull Racing,1.0,,,0:38:809,0:39:503,SOFT,1.0,1,252.0,161.0,287.0,184.0,,False
PER,Red Bull Racing,2.0,1:13:914,0:22:070,0:29:423,0:22:421,SOFT,2.0,1,288.0,302.0,295.0,323.0,,True
PER,Red Bull Racing,3.0,2:28:933,0:33:037,1:04:673,0:51:223,SOFT,3.0,1,133.0,103.0,214.0,201.0,,False
PER,Red Bull Racing,4.0,1:49:734,0:33:078,0:46:708,0:29:948,SOFT,4.0,1,141.0,248.0,291.0,215.0,,False
PER,Red Bull Racing,5.0,,0:21:943,,,SOFT,5.0,15,288.0,,,324.0,,False
PER,Red Bull Racing,6.0,,,0:37:783,0:28:977,INTERMEDIATE,1.0,1,205.0,227.0,269.0,232.0,,False
PER,Red Bull Racing,7.0,1:25:060,0:25:239,0:33:807,0:26:014,INTERMEDIATE,2.0,1,248.0,247.0,272.0,298.0,,False
PER,Red Bull Racing,8.0,2:04:208,0:31:344,0:53:489,0:39:375,INTERMEDIATE,3.0,1,173.0,124.0,271.0,280.0,,False
PER,Red Bull Racing,9.0,1:24:682,0:24:629,0:33:543,0:26:510,INTERMEDIATE,4.0,1,259.0,255.0,274.0,299.0,,False
PER,Red Bull Racing,10.0,1:51:685,0:29:661,0:42:667,0:39:357,INTERMEDIATE,5.0,1,195.0,186.0,,282.0,,False
PER,Red Bull Racing,11.0,,,0:36:064,0:31:013,SOFT,1.0,1,195.0,216.0,281.0,249.0,,False
PER,Red Bull Racing,12.0,1:21:317,0:23:910,0:32:710,0:24:697,SOFT,2.0,1,246.0,260.0,281.0,329.0,,False
PER,Red Bull Racing,13.0,1:46:612,0:29:789,0:35:862,0:40:961,SOFT,3.0,1,215.0,222.0,56.0,262.0,,False
PER,Red Bull Racing,14.0,1:55:489,0:48:200,0:36:057,0:31:232,SOFT,4.0,1,191.0,231.0,,278.0,,False
ALO,Aston Martin,1.0,,,0:35:462,0:37:848,SOFT,1.0,1,244.0,220.0,283.0,209.0,,False
ALO,Aston Martin,2.0,1:14:395,0:22:362,0:29:664,0:22:369,SOFT,2.0,1,285.0,299.0,291.0,315.0,,True
ALO,Aston Martin,3.0,1:54:427,0:32:326,0:42:565,0:39:536,SOFT,3.0,1,237.0,154.0,287.0,212.0,,False
ALO,Aston Martin,4.0,1:14:264,0:22:109,0:29:732,0:22:423,SOFT,4.0,1,285.0,299.0,292.0,318.0,,True
ALO,Aston Martin,5.0,,0:44:443,0:46:869,,SOFT,5.0,15,93.0,146.0,,141.0,,False
ALO,Aston Martin,6.0,,,0:41:059,0:35:095,INTERMEDIATE,1.0,1,161.0,188.0,261.0,233.0,,False
ALO,Aston Martin,7.0,1:23:133,0:24:479,0:32:504,0:26:150,INTERMEDIATE,2.0,1,258.0,266.0,271.0,294.0,,False
ALO,Aston Martin,8.0,1:41:672,0:29:390,0:38:300,0:33:982,INTERMEDIATE,3.0,1,207.0,206.0,,284.0,,False
ALO,Aston Martin,9.0,2:01:345,0:58:471,0:36:125,0:26:749,SOFT,6.0,1,209.0,203.0,275.0,231.0,,False
ALO,Aston Martin,10.0,1:19:327,0:23:363,0:31:379,0:24:585,SOFT,7.0,1,259.0,245.0,281.0,313.0,,False
ALO,Aston Martin,11.0,1:17:258,0:22:783,0:30:905,0:23:570,SOFT,8.0,1,271.0,256.0,283.0,316.0,,False
ALO,Aston Martin,12.0,1:20:353,0:23:423,0:32:116,0:24:814,SOFT,9.0,1,265.0,259.0,273.0,317.0,,False
ALO,Aston Martin,13.0,1:39:975,0:26:594,0:36:675,0:36:706,SOFT,10.0,1,213.0,194.0,60.0,243.0,,False
ALO,Aston Martin,14.0,,0:55:385,0:36:534,,SOFT,11.0,1,202.0,201.0,,269.0,,False
LEC,Ferrari,1.0,,,0:35:887,0:50:720,MEDIUM,1.0,1,223.0,212.0,283.0,228.0,,False
LEC,Ferrari,2.0,1:20:001,0:22:816,0:30:284,0:26:901,MEDIUM,2.0,1,281.0,300.0,,323.0,,False
LEC,Ferrari,3.0,1:48:213,0:45:027,0:33:912,0:29:274,SOFT,1.0,1,247.0,261.0,290.0,233.0,,False
LEC,Ferrari,4.0,1:14:353,0:22:238,0:29:774,0:22:341,SOFT,2.0,1,287.0,303.0,294.0,325.0,,True
LEC,Ferrari,5.0,,0:39:185,,,SOFT,3.0,15,108.0,,,224.0,,False
LEC,Ferrari,6.0,,,0:35:022,0:28:132,INTERMEDIATE,1.0,1,204.0,246.0,263.0,233.0,,False
LEC,Ferrari,7.0,1:25:380,0:25:374,0:33:656,0:26:350,INTERMEDIATE,2.0,1,256.0,257.0,268.0,295.0,,False
LEC,Ferrari,8.0,1:56:056,0:25:127,0:58:099,0:32:830,INTERMEDIATE,3.0,1,265.0,128.0,265.0,296.0,,False
LEC,Ferrari,9.0,1:35:698,0:25:227,0:33:986,0:36:485,INTERMEDIATE,4.0,1,261.0,270.0,,297.0,,False
LEC,Ferrari,10.0,,,0:36:704,0:27:914,INTERMEDIATE,5.0,1,229.0,220.0,266.0,237.0,,False
LEC,Ferrari,11.0,1:25:896,0:24:869,0:33:683,0:27:344,INTERMEDIATE,6.0,1,259.0,263.0,268.0,295.0,,False
LEC,Ferrari,12.0,1:37:446,0:25:712,0:35:976,0:35:758,INTERMEDIATE,7.0,1,252.0,238.0,,298.0,,False
LEC,Ferrari,13.0,1:51:230,0:49:486,0:34:786,0:26:958,SOFT,4.0,1,219.0,216.0,280.0,244.0,,False
LEC,Ferrari,14.0,1:17:971,0:23:105,0:30:998,0:23:868,SOFT,5.0,1,278.0,277.0,290.0,322.0,,False
LEC,Ferrari,15.0,1:16:486,0:22:685,0:30:532,0:23:269,SOFT,6.0,1,282.0,296.0,290.0,325.0,,False
LEC,Ferrari,16.0,1:16:754,0:22:749,0:30:880,0:23:125,SOFT,7.0,1,279.0,290.0,291.0,319.0,,False
LEC,Ferrari,17.0,1:56:520,0:31:231,0:46:488,0:38:801,SOFT,8.0,1,159.0,178.0,52.0,279.0,,False
LEC,Ferrari,18.0,2:02:197,0:55:111,0:34:931,0:32:155,SOFT,9.0,1,164.0,227.0,,217.0,,False
STR,Aston Martin,1.0,,,0:33:477,0:40:143,SOFT,1.0,1,243.0,167.0,286.0,127.0,,False
STR,Aston Martin,2.0,1:14:756,0:22:325,0:29:853,0:22:578,SOFT,2.0,1,283.0,294.0,289.0,314.0,,True
STR,Aston Martin,3.0,2:10:980,0:37:803,0:45:270,0:47:907,SOFT,3.0,1,158.0,147.0,283.0,255.0,,False
STR,Aston Martin,4.0,1:41:178,0:29:964,0:44:120,0:27:094,SOFT,4.0,1,195.0,217.0,291.0,321.0,,False
STR,Aston Martin,5.0,,0:22:051,0:30:024,,SOFT,5.0,15,284.0,295.0,,322.0,,False
STR,Aston Martin,6.0,,,0:37:117,0:27:525,INTERMEDIATE,1.0,1,184.0,213.0,264.0,238.0,,False
STR,Aston Martin,7.0,1:26:661,0:25:406,0:34:613,0:26:642,INTERMEDIATE,2.0,1,243.0,234.0,266.0,294.0,,False
STR,Aston Martin,8.0,1:51:680,0:36:328,0:47:939,0:27:413,INTERMEDIATE,3.0,1,92.0,187.0,267.0,231.0,,False
STR,Aston Martin,9.0,1:59:952,0:24:854,0:56:177,0:38:921,INTERMEDIATE,4.0,1,250.0,163.0,,294.0,,False
STR,Aston Martin,10.0,,,0:35:723,0:26:065,SOFT,6.0,1,216.0,222.0,276.0,230.0,,False
STR,Aston Martin,11.0,1:20:963,0:23:470,0:32:319,0:25:174,SOFT,7.0,1,261.0,256.0,278.0,315.0,,False
STR,Aston Martin,12.0,1:17:717,0:23:111,0:31:212,0:23:394,SOFT,8.0,1,272.0,275.0,283.0,316.0,,False
STR,Aston Martin,13.0,1:35:986,0:24:856,0:33:710,0:37:420,SOFT,9.0,1,219.0,218.0,62.0,302.0,,False
STR,Aston Martin,14.0,2:01:146,0:55:009,0:33:346,0:32:791,SOFT,10.0,1,232.0,227.0,,280.0,,False
MAG,Haas F1 Team,1.0,,,0:38:735,0:34:842,SOFT,1.0,1,197.0,225.0,289.0,198.0,,False
MAG,Haas F1 Team,2.0,1:15:534,0:22:162,0:29:785,0:23:587,SOFT,2.0,1,288.0,308.0,292.0,325.0,,True
MAG,Haas F1 Team,3.0,,0:41:478,1:05:949,0:44:931,SOFT,3.0,1,104.0,121.0,281.0,181.0,,False
MAG,Haas F1 Team,4.0,1:15:610,0:22:468,0:30:279,0:22:863,SOFT,4.0,1,287.0,297.0,293.0,325.0,,False
MAG,Haas F1 Team,5.0,,0:39:053,,,SOFT,5.0,15,64.0,,,291.0,,False
MAG,Haas F1 Team,6.0,,,0:38:011,0:28:114,INTERMEDIATE,1.0,1,175.0,211.0,264.0,223.0,,False
MAG,Haas F1 Team,7.0,1:26:049,0:25:480,0:34:007,0:26:562,INTERMEDIATE,2.0,1,235.0,245.0,268.0,293.0,,False
MAG,Haas F1 Team,8.0,1:47:619,0:30:070,0:39:750,0:37:799,INTERMEDIATE,3.0,1,185.0,148.0,,298.0,,False
MAG,Haas F1 Team,9.0,2:20:146,1:04:174,0:37:811,0:38:161,INTERMEDIATE,4.0,1,191.0,182.0,,232.0,,False
MAG,Haas F1 Team,10.0,,,0:41:508,0:32:578,SOFT,1.0,1,180.0,153.0,241.0,232.0,,False
MAG,Haas F1 Team,11.0,1:48:394,0:30:004,0:37:929,0:40:461,SOFT,2.0,1,175.0,199.0,28.0,264.0,,False
MAG,Haas F1 Team,12.0,2:07:249,0:59:141,0:34:368,0:33:740,SOFT,3.0,1,212.0,212.0,,285.0,,False
DEV,AlphaTauri,1.0,,,0:36:476,0:32:753,HARD,1.0,1,193.0,210.0,,191.0,,False
DEV,AlphaTauri,2.0,1:56:191,0:52:365,0:35:366,0:28:460,SOFT,1.0,1,258.0,274.0,290.0,225.0,,False
DEV,AlphaTauri,3.0,1:14:693,0:22:226,0:30:063,0:22:404,SOFT,2.0,1,285.0,301.0,287.0,317.0,,True
DEV,AlphaTauri,4.0,1:34:630,0:29:606,0:39:180,0:25:844,SOFT,3.0,1,201.0,264.0,289.0,298.0,,False
DEV,AlphaTauri,5.0,1:14:851,0:22:234,0:30:023,0:22:594,SOFT,4.0,1,284.0,301.0,288.0,316.0,,False
DEV,AlphaTauri,6.0,,0:27:955,,,SOFT,5.0,15,172.0,,,,,False
DEV,AlphaTauri,7.0,,,0:35:491,0:31:430,INTERMEDIATE,1.0,1,220.0,221.0,265.0,220.0,,False
DEV,AlphaTauri,8.0,1:24:653,0:24:430,0:33:625,0:26:598,INTERMEDIATE,2.0,1,253.0,243.0,270.0,293.0,,False
DEV,AlphaTauri,9.0,1:52:855,0:35:295,0:43:912,0:33:648,INTERMEDIATE,3.0,1,159.0,194.0,268.0,213.0,,False
DEV,AlphaTauri,10.0,1:25:316,0:24:134,0:33:578,0:27:604,INTERMEDIATE,4.0,1,261.0,239.0,267.0,294.0,,False
DEV,AlphaTauri,11.0,1:51:276,0:38:257,0:38:647,0:34:372,INTERMEDIATE,5.0,1,112.0,216.0,,303.0,,False
DEV,AlphaTauri,12.0,,,0:33:823,0:27:794,SOFT,6.0,1,239.0,228.0,271.0,227.0,,False
DEV,AlphaTauri,13.0,1:24:206,0:25:481,0:33:219,0:25:506,SOFT,7.0,1,274.0,237.0,283.0,296.0,,False
DEV,AlphaTauri,14.0,1:23:908,0:22:722,0:30:593,0:30:593,SOFT,8.0,1,281.0,283.0,284.0,319.0,,False
DEV,AlphaTauri,15.0,1:15:918,0:22:414,0:30:451,0:23:053,SOFT,9.0,1,284.0,288.0,289.0,321.0,,False
DEV,AlphaTauri,16.0,1:15:765,0:22:466,0:30:491,0:22:808,SOFT,10.0,1,277.0,295.0,291.0,324.0,,False
DEV,AlphaTauri,17.0,2:07:307,0:34:766,0:44:511,0:48:030,SOFT,11.0,1,187.0,172.0,59.0,210.0,,False
DEV,AlphaTauri,18.0,2:10:244,0:56:555,0:36:141,0:37:548,SOFT,12.0,1,213.0,188.0,,230.0,,False
TSU,AlphaTauri,1.0,,,0:35:026,0:33:343,HARD,1.0,1,206.0,207.0,,169.0,,False
TSU,AlphaTauri,2.0,1:58:900,0:58:049,0:36:572,0:24:279,SOFT,1.0,1,101.0,268.0,287.0,226.0,,False
TSU,AlphaTauri,3.0,1:15:278,0:22:427,0:30:226,0:22:625,SOFT,2.0,1,286.0,300.0,290.0,318.0,,True
TSU,AlphaTauri,4.0,1:47:550,0:32:798,0:45:426,0:29:326,SOFT,3.0,1,140.0,116.0,291.0,284.0,,False
TSU,AlphaTauri,5.0,1:14:659,0:22:154,0:29:917,0:22:588,SOFT,4.0,1,288.0,304.0,288.0,320.0,,True
TSU,AlphaTauri,6.0,,,,,SOFT,5.0,15,,,,301.0,,False
TSU,AlphaTauri,7.0,,,0:36:707,0:30:604,INTERMEDIATE,1.0,1,197.0,222.0,265.0,223.0,,False
TSU,AlphaTauri,8.0,1:26:303,0:25:122,0:34:117,0:27:064,INTERMEDIATE,2.0,1,241.0,260.0,266.0,294.0,,False
TSU,AlphaTauri,9.0,1:52:190,0:33:544,0:47:937,0:30:709,INTERMEDIATE,3.0,1,178.0,228.0,266.0,275.0,,False
TSU,AlphaTauri,10.0,1:26:590,0:24:983,0:34:031,0:27:576,INTERMEDIATE,4.0,1,250.0,274.0,267.0,293.0,,False
TSU,AlphaTauri,11.0,2:05:395,0:36:405,0:49:713,0:39:277,INTERMEDIATE,5.0,1,128.0,157.0,,277.0,,False
TSU,AlphaTauri,12.0,,,0:36:087,0:29:171,SOFT,6.0,1,211.0,112.0,278.0,226.0,,False
TSU,AlphaTauri,13.0,1:20:536,0:23:651,0:31:981,0:24:904,SOFT,7.0,1,255.0,284.0,281.0,317.0,,False
TSU,AlphaTauri,14.0,1:19:127,0:23:115,0:32:017,0:23:995,SOFT,8.0,1,267.0,282.0,285.0,323.0,,False
TSU,AlphaTauri,15.0,1:49:995,0:31:289,0:35:181,0:43:525,SOFT,9.0,1,180.0,244.0,54.0,227.0,,False
TSU,AlphaTauri,16.0,2:00:362,0:48:184,0:34:948,0:37:230,SOFT,10.0,1,215.0,252.0,,280.0,,False
ALB,Williams,1.0,,,0:39:117,0:33:863,SOFT,1.0,1,203.0,225.0,287.0,209.0,,False
ALB,Williams,2.0,1:15:851,0:22:471,0:30:394,0:22:986,SOFT,2.0,1,273.0,291.0,293.0,320.0,,True
ALB,Williams,3.0,1:53:556,0:30:715,0:45:197,0:37:644,SOFT,3.0,1,190.0,240.0,,278.0,,False
ALB,Williams,4.0,2:13:096,0:58:379,0:46:789,0:27:928,SOFT,1.0,1,96.0,234.0,291.0,150.0,,False
ALB,Williams,5.0,,0:22:206,0:30:059,,SOFT,2.0,15,284.0,296.0,,327.0,,False
ALB,Williams,6.0,,,0:35:371,0:27:845,INTERMEDIATE,1.0,1,215.0,217.0,263.0,237.0,,False
ALB,Williams,7.0,1:26:663,0:25:120,0:34:043,0:27:500,INTERMEDIATE,2.0,1,235.0,229.0,266.0,295.0,,False
ALB,Williams,8.0,1:28:029,0:24:893,0:34:303,0:28:833,INTERMEDIATE,3.0,1,237.0,230.0,263.0,296.0,,False
ALB,Williams,9.0,2:05:808,0:36:304,0:51:577,0:37:927,INTERMEDIATE,4.0,1,183.0,149.0,267.0,281.0,,False
ALB,Williams,10.0,1:27:044,0:24:698,0:34:429,0:27:917,INTERMEDIATE,5.0,1,235.0,234.0,267.0,297.0,,False
ALB,Williams,11.0,1:58:549,0:33:737,0:47:743,0:37:069,INTERMEDIATE,6.0,1,150.0,203.0,,271.0,,False
ALB,Williams,12.0,1:59:562,0:55:518,0:36:116,0:27:928,SOFT,4.0,1,174.0,188.0,257.0,228.0,,False
ALB,Williams,13.0,1:30:197,0:24:965,0:33:147,0:32:085,SOFT,5.0,1,227.0,210.0,,293.0,,False
ZHO,Alfa Romeo,1.0,,,0:39:005,0:51:198,SOFT,1.0,1,208.0,206.0,284.0,166.0,,False
ZHO,Alfa Romeo,2.0,1:15:210,0:22:644,0:30:054,0:22:512,SOFT,2.0,1,280.0,295.0,291.0,318.0,,True
ZHO,Alfa Romeo,3.0,2:04:651,0:34:907,0:50:402,0:39:342,SOFT,3.0,1,163.0,196.0,288.0,201.0,,False
ZHO,Alfa Romeo,4.0,1:14:681,0:22:217,0:29:872,0:22:592,SOFT,4.0,1,283.0,301.0,293.0,320.0,,True
ZHO,Alfa Romeo,5.0,,0:30:169,,,SOFT,5.0,15,182.0,,,199.0,,False
ZHO,Alfa Romeo,6.0,,,0:38:553,0:34:774,INTERMEDIATE,1.0,1,191.0,199.0,260.0,177.0,,False
ZHO,Alfa Romeo,7.0,1:25:728,0:25:302,0:33:618,0:26:808,INTERMEDIATE,2.0,1,250.0,251.0,266.0,289.0,,False
ZHO,Alfa Romeo,8.0,1:26:351,0:24:435,0:34:181,0:27:735,INTERMEDIATE,3.0,1,266.0,243.0,267.0,291.0,,False
ZHO,Alfa Romeo,9.0,2:02:650,0:38:659,0:51:047,0:32:944,INTERMEDIATE,4.0,1,155.0,167.0,263.0,238.0,,False
ZHO,Alfa Romeo,10.0,1:40:103,0:25:039,0:37:753,0:37:311,INTERMEDIATE,5.0,1,238.0,192.0,,287.0,,False
ZHO,Alfa Romeo,11.0,1:58:264,0:52:290,0:38:310,0:27:664,SOFT,1.0,1,93.0,187.0,277.0,158.0,,False
ZHO,Alfa Romeo,12.0,1:18:725,0:23:236,0:31:649,0:23:840,SOFT,2.0,1,261.0,249.0,278.0,312.0,,False
ZHO,Alfa Romeo,13.0,1:35:245,0:22:868,0:42:799,0:29:578,SOFT,3.0,1,263.0,191.0,228.0,314.0,,False
ZHO,Alfa Romeo,14.0,1:47:490,0:31:314,0:38:373,0:37:803,SOFT,4.0,1,177.0,200.0,66.0,280.0,,False
ZHO,Alfa Romeo,15.0,2:12:889,0:48:025,0:41:463,0:43:401,SOFT,5.0,1,256.0,181.0,,275.0,,False
HUL,Haas F1 Team,1.0,,,0:37:803,0:38:179,SOFT,1.0,1,182.0,123.0,288.0,177.0,,False
HUL,Haas F1 Team,2.0,1:15:146,0:22:382,0:30:209,0:22:555,SOFT,2.0,1,278.0,304.0,294.0,324.0,,True
HUL,Haas F1 Team,3.0,1:59:349,0:35:571,0:50:535,0:33:243,SOFT,3.0,1,136.0,94.0,287.0,192.0,,False
HUL,Haas F1 Team,4.0,1:14:988,0:22:284,0:30:160,0:22:544,SOFT,4.0,1,284.0,305.0,292.0,323.0,,True
HUL,Haas F1 Team,5.0,1:58:817,0:38:031,0:43:530,0:37:256,SOFT,5.0,1,151.0,154.0,,171.0,,False
HUL,Haas F1 Team,6.0,,,0:37:800,0:28:960,INTERMEDIATE,1.0,1,174.0,196.0,260.0,236.0,,False
HUL,Haas F1 Team,7.0,1:26:399,0:25:699,0:33:477,0:27:223,INTERMEDIATE,2.0,1,225.0,234.0,266.0,294.0,,False
HUL,Haas F1 Team,8.0,1:36:375,0:24:947,0:35:606,0:35:822,INTERMEDIATE,3.0,1,243.0,218.0,,297.0,,False
HUL,Haas F1 Team,9.0,2:00:902,0:49:994,0:36:409,0:34:499,INTERMEDIATE,4.0,1,212.0,197.0,,237.0,,False
HUL,Haas F1 Team,10.0,,,0:35:252,0:26:030,SOFT,6.0,1,148.0,228.0,269.0,220.0,,False
HUL,Haas F1 Team,11.0,2:07:502,0:24:841,0:34:084,1:08:577,SOFT,7.0,1,224.0,197.0,3.0,297.0,,False
HUL,Haas F1 Team,12.0,1:47:212,0:30:209,0:37:301,0:39:702,SOFT,8.0,1,195.0,202.0,,267.0,,False
OCO,Alpine,1.0,,,0:39:652,0:47:630,MEDIUM,1.0,1,210.0,248.0,287.0,220.0,,False
OCO,Alpine,2.0,1:15:266,0:22:532,0:30:112,0:22:622,MEDIUM,2.0,1,285.0,297.0,289.0,321.0,,True
OCO,Alpine,3.0,1:31:937,0:24:629,0:33:463,0:33:845,MEDIUM,3.0,1,249.0,253.0,,301.0,,False
OCO,Alpine,4.0,2:07:106,0:58:955,0:41:921,0:26:230,SOFT,1.0,1,137.0,255.0,289.0,164.0,,False
OCO,Alpine,5.0,,0:22:108,,,SOFT,2.0,15,288.0,,,321.0,,False
OCO,Alpine,6.0,,,0:38:253,0:30:041,INTERMEDIATE,1.0,1,209.0,208.0,272.0,222.0,,False
OCO,Alpine,7.0,1:24:262,0:24:754,0:33:385,0:26:123,INTERMEDIATE,2.0,1,245.0,255.0,270.0,301.0,,False
