Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,TrackStatus,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,IsPersonalBest
RUS,Mercedes,4.0,1:23:906,0:22:847,0:32:584,0:28:475,TEST_UNKNOWN,11.0,1,277.0,239.0,,315.0,,False
RUS,Mercedes,5.0,1:44:813,0:44:659,0:34:536,0:25:618,MEDIUM,1.0,1,249.0,94.0,283.0,244.0,,False
RUS,Mercedes,6.0,1:31:935,0:22:579,0:38:881,0:30:475,MEDIUM,2.0,1,280.0,124.0,286.0,312.0,,False
RUS,Mercedes,7.0,1:35:337,0:22:420,0:30:377,0:42:540,MEDIUM,3.0,1,,297.0,195.0,314.0,,False
RUS,Mercedes,8.0,1:49:736,0:34:602,0:46:555,0:28:579,MEDIUM,4.0,1,176.0,189.0,284.0,277.0,,False
RUS,Mercedes,9.0,1:15:771,0:22:667,0:30:335,0:22:769,MEDIUM,5.0,1,279.0,299.0,289.0,310.0,,True
RUS,Mercedes,10.0,1:39:344,0:33:361,0:38:961,0:27:022,MEDIUM,6.0,1,150.0,277.0,,297.0,,False
RUS,Mercedes,11.0,,,0:33:076,0:32:863,SOFT,1.0,1,254.0,275.0,286.0,246.0,,False
RUS,Mercedes,12.0,1:14:392,0:22:239,0:29:715,0:22:438,SOFT,2.0,1,283.0,301.0,287.0,316.0,,True
RUS,Mercedes,13.0,1:39:819,0:28:811,0:38:638,0:32:370,SOFT,3.0,1,205.0,211.0,,262.0,,False
RUS,Mercedes,14.0,,,0:33:010,0:24:366,SOFT,4.0,1,258.0,266.0,267.0,234.0,,False
RUS,Mercedes,15.0,1:20:711,0:24:161,0:32:199,0:24:351,SOFT,5.0,1,267.0,277.0,266.0,289.0,,False
RUS,Mercedes,16.0,1:20:515,0:24:162,0:32:192,0:24:161,SOFT,6.0,1,261.0,268.0,270.0,293.0,,False
RUS,Mercedes,17.0,1:20:314,0:24:057,0:32:173,0:24:084,SOFT,7.0,1,262.0,274.0,279.0,295.0,,False
RUS,Mercedes,18.0,1:20:074,0:23:626,0:32:254,0:24:194,SOFT,8.0,1,272.0,281.0,269.0,320.0,,False
RUS,Mercedes,19.0,1:20:657,0:24:174,0:32:337,0:24:146,SOFT,9.0,1,260.0,279.0,277.0,297.0,,False
RUS,Mercedes,20.0,1:20:559,0:23:744,0:32:477,0:24:338,SOFT,10.0,1,264.0,264.0,281.0,320.0,,False
RUS,Mercedes,21.0,1:19:998,0:23:626,0:32:113,0:24:259,SOFT,11.0,1,260.0,268.0,272.0,321.0,,False
RUS,Mercedes,22.0,1:20:525,0:23:954,0:32:282,0:24:289,SOFT,12.0,1,270.0,262.0,270.0,298.0,,False
RUS,Mercedes,23.0,1:20:383,0:23:957,0:32:352,0:24:074,SOFT,13.0,1,264.0,266.0,272.0,295.0,,False
RUS,Mercedes,24.0,1:20:407,0:23:903,0:32:242,0:24:262,SOFT,14.0,1,262.0,276.0,279.0,297.0,,False
RUS,Mercedes,25.0,1:20:446,0:23:760,0:32:421,0:24:265,SOFT,15.0,1,255.0,275.0,279.0,320.0,,False
RUS,Mercedes,26.0,1:22:965,0:23:774,0:32:656,0:26:535,SOFT,16.0,1,257.0,252.0,270.0,,,False
RUS,Mercedes,27.0,1:20:678,0:23:976,0:32:383,0:24:319,SOFT,17.0,1,262.0,259.0,266.0,295.0,,False
RUS,Mercedes,28.0,1:21:063,0:24:075,0:32:527,0:24:461,SOFT,18.0,1,256.0,262.0,271.0,,,False
RUS,Mercedes,29.0,1:21:141,0:24:095,0:32:595,0:24:451,SOFT,19.0,1,262.0,257.0,271.0,,,False
RUS,Mercedes,30.0,1:56:651,0:33:470,0:41:311,0:41:870,SOFT,20.0,1,127.0,163.0,86.0,201.0,,False
RUS,Mercedes,31.0,1:58:771,0:54:610,0:35:414,0:28:747,SOFT,21.0,1,233.0,227.0,,273.0,,False
BOT,Alfa Romeo,1.0,,,0:39:782,0:25:464,MEDIUM,1.0,1,217.0,194.0,281.0,217.0,,False
BOT,Alfa Romeo,2.0,1:16:842,0:22:690,0:30:523,0:23:629,MEDIUM,2.0,1,276.0,294.0,253.0,311.0,,True
BOT,Alfa Romeo,3.0,2:00:692,0:47:308,0:43:129,0:30:255,MEDIUM,3.0,1,187.0,205.0,282.0,128.0,,False
BOT,Alfa Romeo,4.0,1:16:403,0:22:656,0:30:769,0:22:978,MEDIUM,4.0,1,276.0,295.0,285.0,314.0,,True
BOT,Alfa Romeo,5.0,2:04:542,0:39:711,0:49:197,0:35:634,MEDIUM,5.0,1,49.0,186.0,283.0,143.0,,False
BOT,Alfa Romeo,6.0,1:16:586,0:22:760,0:30:618,0:23:208,MEDIUM,6.0,1,278.0,296.0,281.0,317.0,,False
BOT,Alfa Romeo,7.0,1:36:796,0:26:855,0:35:489,0:34:452,MEDIUM,7.0,1,225.0,231.0,,260.0,,False
BOT,Alfa Romeo,8.0,2:14:025,0:55:868,0:44:641,0:33:516,MEDIUM,8.0,1,219.0,194.0,,222.0,,False
BOT,Alfa Romeo,9.0,,,0:44:106,0:26:302,SOFT,1.0,1,182.0,195.0,287.0,165.0,,False
BOT,Alfa Romeo,10.0,1:14:448,0:22:203,0:29:789,0:22:456,SOFT,2.0,1,280.0,297.0,288.0,315.0,,True
BOT,Alfa Romeo,11.0,1:59:980,0:39:907,0:42:059,0:38:014,SOFT,3.0,1,210.0,179.0,,122.0,,False
BOT,Alfa Romeo,12.0,2:13:676,1:00:839,0:46:516,0:26:321,SOFT,4.0,1,156.0,188.0,287.0,240.0,,False
BOT,Alfa Romeo,13.0,1:14:896,0:22:317,0:29:923,0:22:656,SOFT,5.0,1,279.0,299.0,289.0,316.0,,False
BOT,Alfa Romeo,14.0,1:52:850,0:41:504,0:37:024,0:34:322,SOFT,6.0,1,97.0,228.0,,131.0,,False
BOT,Alfa Romeo,15.0,,,0:33:428,0:24:065,TEST_UNKNOWN,1.0,1,249.0,262.0,269.0,233.0,,False
BOT,Alfa Romeo,16.0,1:20:159,0:24:186,0:32:044,0:23:929,TEST_UNKNOWN,2.0,1,264.0,272.0,268.0,292.0,,False
BOT,Alfa Romeo,17.0,1:20:015,0:23:955,0:32:132,0:23:928,TEST_UNKNOWN,3.0,1,268.0,272.0,271.0,294.0,,False
BOT,Alfa Romeo,18.0,1:20:528,0:24:134,0:32:261,0:24:133,TEST_UNKNOWN,4.0,1,262.0,267.0,270.0,293.0,,False
BOT,Alfa Romeo,19.0,1:20:330,0:23:977,0:32:252,0:24:101,TEST_UNKNOWN,5.0,1,,269.0,269.0,296.0,,False
BOT,Alfa Romeo,20.0,1:20:547,0:23:970,0:32:317,0:24:260,TEST_UNKNOWN,6.0,1,266.0,267.0,269.0,295.0,,False
BOT,Alfa Romeo,21.0,1:24:108,0:23:948,0:32:271,0:27:889,TEST_UNKNOWN,7.0,1,264.0,272.0,,297.0,,False
BOT,Alfa Romeo,22.0,1:40:602,0:44:148,0:32:280,0:24:174,SOFT,7.0,1,257.0,277.0,278.0,247.0,,False
BOT,Alfa Romeo,23.0,1:20:308,0:23:769,0:32:405,0:24:134,SOFT,8.0,1,259.0,275.0,279.0,316.0,,False
BOT,Alfa Romeo,24.0,1:20:787,0:24:103,0:32:440,0:24:244,SOFT,9.0,1,257.0,273.0,279.0,322.0,,False
BOT,Alfa Romeo,25.0,1:20:873,0:24:024,0:32:433,0:24:416,SOFT,10.0,1,255.0,277.0,279.0,320.0,,False
BOT,Alfa Romeo,26.0,1:24:038,0:24:992,0:34:162,0:24:884,SOFT,11.0,1,237.0,253.0,270.0,321.0,,False
BOT,Alfa Romeo,27.0,1:20:328,0:24:071,0:32:109,0:24:148,SOFT,12.0,1,265.0,272.0,271.0,295.0,,False
BOT,Alfa Romeo,28.0,1:20:865,0:24:049,0:32:475,0:24:341,SOFT,13.0,1,262.0,267.0,270.0,294.0,,False
BOT,Alfa Romeo,29.0,1:20:439,0:23:985,0:32:159,0:24:295,SOFT,14.0,1,266.0,273.0,268.0,296.0,,False
BOT,Alfa Romeo,30.0,1:20:500,0:24:052,0:32:147,0:24:301,SOFT,15.0,1,,274.0,268.0,295.0,,False
BOT,Alfa Romeo,31.0,1:54:137,0:30:431,0:39:093,0:44:613,SOFT,16.0,1,206.0,212.0,51.0,194.0,,False
BOT,Alfa Romeo,32.0,1:59:351,0:48:302,0:38:693,0:32:356,SOFT,17.0,1,260.0,141.0,,271.0,,False
PIA,McLaren,1.0,,,0:36:184,0:24:829,TEST_UNKNOWN,1.0,1,224.0,241.0,283.0,231.0,,False
PIA,McLaren,2.0,1:17:056,0:22:990,0:30:991,0:23:075,TEST_UNKNOWN,2.0,1,277.0,292.0,285.0,317.0,,True
PIA,McLaren,3.0,2:04:323,0:32:538,0:52:100,0:39:685,TEST_UNKNOWN,3.0,1,146.0,216.0,284.0,293.0,,False
PIA,McLaren,4.0,1:17:032,0:22:703,0:31:094,0:23:235,TEST_UNKNOWN,4.0,1,280.0,294.0,287.0,320.0,,True
PIA,McLaren,5.0,2:06:045,0:34:257,0:51:917,0:39:871,TEST_UNKNOWN,5.0,1,148.0,148.0,283.0,292.0,,False
PIA,McLaren,6.0,1:21:606,0:22:928,0:31:127,0:27:551,TEST_UNKNOWN,6.0,1,279.0,293.0,,316.0,,False
PIA,McLaren,7.0,1:53:381,0:51:253,0:34:988,0:27:140,MEDIUM,1.0,1,218.0,248.0,284.0,156.0,,False
PIA,McLaren,8.0,1:16:037,0:22:694,0:30:599,0:22:744,MEDIUM,2.0,1,279.0,293.0,288.0,311.0,,True
PIA,McLaren,9.0,1:52:232,0:32:999,0:51:656,0:27:577,MEDIUM,3.0,1,149.0,213.0,288.0,300.0,,False
PIA,McLaren,10.0,1:16:114,0:22:651,0:30:476,0:22:987,MEDIUM,4.0,1,281.0,295.0,288.0,315.0,,False
PIA,McLaren,11.0,1:35:514,0:27:050,0:38:378,0:30:086,MEDIUM,5.0,1,202.0,231.0,,301.0,,False
PIA,McLaren,12.0,,,0:36:055,0:25:676,SOFT,1.0,1,226.0,248.0,290.0,200.0,,False
PIA,McLaren,13.0,1:14:583,0:22:173,0:29:827,0:22:583,SOFT,2.0,1,283.0,296.0,286.0,317.0,,True
PIA,McLaren,14.0,1:45:521,0:33:889,0:41:854,0:29:778,SOFT,3.0,1,205.0,225.0,,233.0,,False
PIA,McLaren,15.0,,,0:33:689,0:24:676,SOFT,4.0,1,254.0,262.0,271.0,237.0,,False
PIA,McLaren,16.0,1:21:475,0:24:582,0:32:682,0:24:211,SOFT,5.0,1,263.0,262.0,271.0,294.0,,False
PIA,McLaren,17.0,1:21:339,0:24:435,0:32:782,0:24:122,SOFT,6.0,1,264.0,264.0,271.0,,,False
PIA,McLaren,18.0,1:20:860,0:24:287,0:32:502,0:24:071,SOFT,7.0,1,266.0,265.0,271.0,295.0,,False
PIA,McLaren,19.0,1:20:602,0:24:211,0:32:313,0:24:078,SOFT,8.0,1,268.0,268.0,271.0,298.0,,False
PIA,McLaren,20.0,1:20:922,0:24:409,0:32:419,0:24:094,SOFT,9.0,1,265.0,265.0,272.0,296.0,,False
PIA,McLaren,21.0,1:20:629,0:24:284,0:32:317,0:24:028,SOFT,10.0,1,268.0,272.0,274.0,297.0,,False
PIA,McLaren,22.0,1:20:672,0:24:195,0:32:312,0:24:165,SOFT,11.0,1,269.0,265.0,279.0,298.0,,False
PIA,McLaren,23.0,1:20:842,0:24:140,0:32:479,0:24:223,SOFT,12.0,1,266.0,269.0,274.0,324.0,,False
PIA,McLaren,24.0,1:21:269,0:24:280,0:32:614,0:24:375,SOFT,13.0,1,259.0,265.0,272.0,300.0,,False
PIA,McLaren,25.0,1:21:219,0:24:410,0:32:563,0:24:246,SOFT,14.0,1,266.0,266.0,281.0,299.0,,False
PIA,McLaren,26.0,1:25:555,0:24:619,0:32:905,0:28:031,SOFT,15.0,1,258.0,268.0,,326.0,,False
PIA,McLaren,27.0,1:40:356,0:44:302,0:32:248,0:23:806,MEDIUM,6.0,1,263.0,267.0,273.0,246.0,,False
PIA,McLaren,28.0,1:19:355,0:23:760,0:31:817,0:23:778,MEDIUM,7.0,1,270.0,274.0,274.0,295.0,,False
PIA,McLaren,29.0,1:54:018,0:27:878,0:38:992,0:47:148,MEDIUM,8.0,1,228.0,158.0,52.0,255.0,,False
PIA,McLaren,30.0,1:56:037,0:51:866,0:34:639,0:29:532,MEDIUM,9.0,1,225.0,216.0,,278.0,,False
