Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,TrackStatus,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,IsPersonalBest
TSU,AlphaTauri,20.0,,,0:34:393,0:24:897,SOFT,7.0,1,239.0,266.0,269.0,231.0,,False
TSU,AlphaTauri,21.0,1:21:404,0:24:406,0:32:553,0:24:445,SOFT,8.0,1,265.0,271.0,270.0,289.0,,False
TSU,AlphaTauri,22.0,1:21:455,0:24:364,0:32:716,0:24:375,SOFT,9.0,1,262.0,275.0,269.0,297.0,,False
TSU,AlphaTauri,23.0,1:21:458,0:24:253,0:32:760,0:24:445,SOFT,10.0,1,264.0,270.0,270.0,298.0,,False
TSU,AlphaTauri,24.0,1:22:375,0:25:091,0:32:739,0:24:545,SOFT,11.0,1,258.0,276.0,274.0,300.0,,False
TSU,AlphaTauri,25.0,1:21:140,0:23:955,0:32:787,0:24:398,SOFT,12.0,1,265.0,273.0,273.0,305.0,,False
TSU,AlphaTauri,26.0,1:21:022,0:24:017,0:32:584,0:24:421,SOFT,13.0,1,274.0,276.0,273.0,303.0,,False
TSU,AlphaTauri,27.0,1:21:013,0:24:029,0:32:534,0:24:450,SOFT,14.0,1,265.0,277.0,273.0,302.0,,False
TSU,AlphaTauri,28.0,1:20:717,0:23:959,0:32:377,0:24:381,SOFT,15.0,1,268.0,279.0,274.0,303.0,,False
TSU,AlphaTauri,29.0,1:20:759,0:23:947,0:32:403,0:24:409,SOFT,16.0,1,270.0,277.0,272.0,,,False
TSU,AlphaTauri,30.0,1:21:192,0:23:923,0:32:604,0:24:665,SOFT,17.0,1,,276.0,271.0,304.0,,False
TSU,AlphaTauri,31.0,1:21:548,0:24:155,0:32:768,0:24:625,SOFT,18.0,1,268.0,278.0,271.0,300.0,,False
TSU,AlphaTauri,32.0,1:21:481,0:24:105,0:32:786,0:24:590,SOFT,19.0,1,267.0,278.0,271.0,,,False
TSU,AlphaTauri,33.0,1:44:301,0:27:990,0:35:805,0:40:506,SOFT,20.0,1,218.0,244.0,76.0,301.0,,False
TSU,AlphaTauri,34.0,,0:46:578,0:35:140,1:12:466,SOFT,21.0,1,235.0,204.0,,273.0,,False
ALB,Williams,1.0,,,0:39:962,0:32:907,MEDIUM,1.0,1,230.0,108.0,285.0,228.0,,False
ALB,Williams,2.0,1:16:758,0:22:728,0:30:805,0:23:225,MEDIUM,2.0,1,275.0,286.0,289.0,323.0,,True
ALB,Williams,3.0,1:56:210,0:33:452,0:50:005,0:32:753,MEDIUM,3.0,1,206.0,217.0,289.0,267.0,,False
ALB,Williams,4.0,1:16:416,0:22:552,0:30:748,0:23:116,MEDIUM,4.0,1,281.0,299.0,292.0,324.0,,True
ALB,Williams,5.0,1:59:594,0:33:237,0:46:933,0:39:424,MEDIUM,5.0,1,201.0,214.0,232.0,156.0,,False
ALB,Williams,6.0,1:52:172,0:34:323,0:47:414,0:30:435,MEDIUM,6.0,1,211.0,71.0,283.0,282.0,,False
ALB,Williams,7.0,1:23:025,0:22:769,0:30:817,0:29:439,MEDIUM,7.0,1,281.0,296.0,,319.0,,False
ALB,Williams,8.0,,,0:39:217,0:27:727,SOFT,1.0,1,220.0,241.0,286.0,219.0,,False
ALB,Williams,9.0,1:15:056,0:22:309,0:30:004,0:22:743,SOFT,2.0,1,283.0,296.0,287.0,318.0,,True
ALB,Williams,10.0,1:56:282,0:32:105,0:45:695,0:38:482,SOFT,3.0,1,201.0,221.0,,280.0,,False
ALB,Williams,11.0,2:06:872,0:53:124,0:42:578,0:31:170,SOFT,4.0,1,211.0,209.0,286.0,170.0,,False
ALB,Williams,12.0,1:15:615,0:22:420,0:30:373,0:22:822,SOFT,5.0,1,281.0,302.0,289.0,317.0,,False
ALB,Williams,13.0,1:34:290,0:30:789,0:35:382,0:28:119,SOFT,6.0,1,211.0,240.0,,179.0,,False
ALB,Williams,14.0,,,0:35:034,0:24:767,MEDIUM,8.0,1,243.0,259.0,270.0,231.0,,False
ALB,Williams,15.0,1:21:723,0:24:399,0:32:780,0:24:544,MEDIUM,9.0,1,259.0,263.0,270.0,295.0,,False
ALB,Williams,16.0,1:21:704,0:24:544,0:32:797,0:24:363,MEDIUM,10.0,1,257.0,265.0,272.0,297.0,,False
ALB,Williams,17.0,1:21:545,0:24:387,0:32:650,0:24:508,MEDIUM,11.0,1,258.0,271.0,269.0,300.0,,False
ALB,Williams,18.0,1:24:868,0:24:206,0:32:626,0:28:036,MEDIUM,12.0,1,262.0,272.0,,299.0,,False
ALB,Williams,19.0,1:51:278,0:54:284,0:32:614,0:24:380,TEST_UNKNOWN,1.0,1,248.0,267.0,269.0,241.0,,False
ALB,Williams,20.0,1:20:539,0:24:124,0:32:203,0:24:212,TEST_UNKNOWN,2.0,1,265.0,273.0,270.0,298.0,,False
ALB,Williams,21.0,1:20:558,0:24:171,0:32:190,0:24:197,TEST_UNKNOWN,3.0,1,264.0,275.0,272.0,299.0,,False
ALB,Williams,22.0,1:20:628,0:24:014,0:32:333,0:24:281,TEST_UNKNOWN,4.0,1,,276.0,273.0,304.0,,False
ALB,Williams,23.0,1:20:910,0:24:005,0:32:564,0:24:341,TEST_UNKNOWN,5.0,1,262.0,267.0,271.0,303.0,,False
ALB,Williams,24.0,1:21:522,0:24:517,0:32:600,0:24:405,TEST_UNKNOWN,6.0,1,257.0,266.0,271.0,300.0,,False
ALB,Williams,25.0,1:21:150,0:24:182,0:32:549,0:24:419,TEST_UNKNOWN,7.0,1,260.0,265.0,270.0,299.0,,False
ALB,Williams,26.0,1:22:202,0:24:357,0:33:126,0:24:719,TEST_UNKNOWN,8.0,1,258.0,260.0,270.0,,,False
ALB,Williams,27.0,1:54:040,0:36:213,0:45:245,0:32:582,TEST_UNKNOWN,9.0,1,187.0,230.0,,180.0,,False
ALB,Williams,28.0,1:55:946,0:57:775,0:33:613,0:24:558,MEDIUM,13.0,1,240.0,263.0,273.0,207.0,,False
ALB,Williams,29.0,1:21:211,0:24:174,0:32:590,0:24:447,MEDIUM,14.0,1,259.0,262.0,272.0,302.0,,False
ALB,Williams,30.0,1:21:533,0:24:277,0:32:657,0:24:599,MEDIUM,15.0,1,,270.0,272.0,301.0,,False
ALB,Williams,31.0,1:57:665,0:25:860,0:40:011,0:51:794,MEDIUM,16.0,1,212.0,194.0,68.0,,,False
ALB,Williams,32.0,2:02:547,0:54:646,0:38:174,0:29:727,MEDIUM,17.0,1,199.0,197.0,,277.0,,False
ZHO,Alfa Romeo,1.0,,,0:39:527,0:27:222,MEDIUM,1.0,1,201.0,196.0,278.0,222.0,,False
ZHO,Alfa Romeo,2.0,1:17:596,0:23:195,0:31:042,0:23:359,MEDIUM,2.0,1,275.0,286.0,285.0,313.0,,True
ZHO,Alfa Romeo,3.0,1:45:897,0:35:953,0:42:078,0:27:866,MEDIUM,3.0,1,176.0,193.0,282.0,184.0,,False
ZHO,Alfa Romeo,4.0,1:16:581,0:22:740,0:30:721,0:23:120,MEDIUM,4.0,1,280.0,291.0,288.0,315.0,,True
ZHO,Alfa Romeo,5.0,1:59:811,0:39:520,0:51:691,0:28:600,MEDIUM,5.0,1,144.0,180.0,282.0,161.0,,False
ZHO,Alfa Romeo,6.0,1:16:372,0:22:748,0:30:662,0:22:962,MEDIUM,6.0,1,281.0,293.0,288.0,315.0,,True
ZHO,Alfa Romeo,7.0,1:41:841,0:31:759,0:36:680,0:33:402,MEDIUM,7.0,1,222.0,197.0,,232.0,,False
ZHO,Alfa Romeo,8.0,1:57:331,0:54:121,0:33:946,0:29:264,MEDIUM,8.0,1,230.0,227.0,,227.0,,False
ZHO,Alfa Romeo,9.0,,,0:47:877,0:25:990,SOFT,1.0,1,210.0,216.0,288.0,190.0,,False
ZHO,Alfa Romeo,10.0,1:14:585,0:22:199,0:29:909,0:22:477,SOFT,2.0,1,284.0,299.0,292.0,322.0,,True
ZHO,Alfa Romeo,11.0,2:09:373,0:35:650,0:52:244,0:41:479,SOFT,3.0,1,127.0,197.0,,203.0,,False
ZHO,Alfa Romeo,12.0,2:12:226,1:03:412,0:42:099,0:26:715,SOFT,4.0,1,176.0,223.0,290.0,131.0,,False
ZHO,Alfa Romeo,13.0,1:15:081,0:22:183,0:30:197,0:22:701,SOFT,5.0,1,284.0,295.0,290.0,321.0,,False
ZHO,Alfa Romeo,14.0,1:35:851,0:28:613,0:37:948,0:29:290,SOFT,6.0,1,208.0,218.0,,276.0,,False
ZHO,Alfa Romeo,15.0,,,0:33:626,0:24:741,TEST_UNKNOWN,1.0,1,241.0,250.0,269.0,145.0,,False
ZHO,Alfa Romeo,16.0,1:21:501,0:24:301,0:32:684,0:24:516,TEST_UNKNOWN,2.0,1,266.0,249.0,271.0,295.0,,False
ZHO,Alfa Romeo,17.0,1:21:565,0:24:243,0:32:972,0:24:350,TEST_UNKNOWN,3.0,1,259.0,259.0,282.0,301.0,,False
ZHO,Alfa Romeo,18.0,1:21:055,0:24:029,0:32:750,0:24:276,TEST_UNKNOWN,4.0,1,,261.0,271.0,323.0,,False
ZHO,Alfa Romeo,19.0,1:20:752,0:24:119,0:32:353,0:24:280,TEST_UNKNOWN,5.0,1,267.0,264.0,273.0,298.0,,False
ZHO,Alfa Romeo,20.0,1:24:924,0:23:972,0:32:372,0:28:580,TEST_UNKNOWN,6.0,1,266.0,267.0,,300.0,,False
ZHO,Alfa Romeo,21.0,1:46:619,0:49:258,0:32:945,0:24:416,MEDIUM,9.0,1,247.0,267.0,272.0,203.0,,False
ZHO,Alfa Romeo,22.0,1:20:483,0:24:152,0:32:158,0:24:173,MEDIUM,10.0,1,266.0,264.0,277.0,297.0,,False
ZHO,Alfa Romeo,23.0,1:20:210,0:23:878,0:32:032,0:24:300,MEDIUM,11.0,1,,273.0,273.0,302.0,,False
ZHO,Alfa Romeo,24.0,1:21:043,0:24:209,0:32:489,0:24:345,MEDIUM,12.0,1,268.0,269.0,272.0,299.0,,False
ZHO,Alfa Romeo,25.0,1:20:862,0:24:136,0:32:326,0:24:400,MEDIUM,13.0,1,265.0,270.0,272.0,,,False
ZHO,Alfa Romeo,26.0,1:21:040,0:24:164,0:32:381,0:24:495,MEDIUM,14.0,1,264.0,265.0,273.0,298.0,,False
ZHO,Alfa Romeo,27.0,1:20:637,0:23:933,0:32:345,0:24:359,MEDIUM,15.0,1,268.0,272.0,274.0,300.0,,False
ZHO,Alfa Romeo,28.0,1:51:025,0:28:296,0:38:676,0:44:053,MEDIUM,16.0,1,199.0,174.0,45.0,299.0,,False
ZHO,Alfa Romeo,29.0,2:06:363,0:58:349,0:35:243,0:32:771,MEDIUM,17.0,1,258.0,170.0,,278.0,,False
HUL,Haas F1 Team,1.0,,,0:47:991,0:34:726,MEDIUM,1.0,1,200.0,115.0,285.0,202.0,,False
HUL,Haas F1 Team,2.0,1:16:395,0:22:628,0:30:622,0:23:145,MEDIUM,2.0,1,278.0,294.0,289.0,327.0,,True
HUL,Haas F1 Team,3.0,1:53:905,0:39:976,0:42:191,0:31:738,MEDIUM,3.0,1,145.0,155.0,286.0,151.0,,False
HUL,Haas F1 Team,4.0,1:16:152,0:22:617,0:30:684,0:22:851,MEDIUM,4.0,1,282.0,300.0,289.0,323.0,,True
HUL,Haas F1 Team,5.0,1:55:719,0:34:848,0:49:647,0:31:224,MEDIUM,5.0,1,141.0,179.0,283.0,170.0,,False
HUL,Haas F1 Team,6.0,1:16:729,0:22:674,0:30:900,0:23:155,MEDIUM,6.0,1,283.0,300.0,287.0,321.0,,False
HUL,Haas F1 Team,7.0,1:31:956,0:25:946,0:36:053,0:29:957,MEDIUM,7.0,1,241.0,153.0,,224.0,,False
HUL,Haas F1 Team,8.0,,,0:42:412,0:29:163,SOFT,1.0,1,196.0,209.0,289.0,231.0,,False
HUL,Haas F1 Team,9.0,1:14:177,0:21:998,0:29:698,0:22:481,SOFT,2.0,1,287.0,304.0,292.0,323.0,,True
HUL,Haas F1 Team,10.0,1:58:832,0:36:057,0:44:168,0:38:607,SOFT,3.0,1,155.0,190.0,,160.0,,False
HUL,Haas F1 Team,11.0,,,0:33:894,0:24:634,SOFT,4.0,1,240.0,261.0,273.0,232.0,,False
HUL,Haas F1 Team,12.0,1:21:005,0:24:130,0:32:527,0:24:348,SOFT,5.0,1,261.0,269.0,271.0,298.0,,False
HUL,Haas F1 Team,13.0,1:20:291,0:24:062,0:32:180,0:24:049,SOFT,6.0,1,269.0,270.0,274.0,,,False
HUL,Haas F1 Team,14.0,1:20:590,0:23:988,0:32:277,0:24:325,SOFT,7.0,1,264.0,269.0,272.0,302.0,,False
HUL,Haas F1 Team,15.0,1:20:346,0:24:004,0:32:224,0:24:118,SOFT,8.0,1,265.0,270.0,275.0,300.0,,False
HUL,Haas F1 Team,16.0,1:20:457,0:23:944,0:32:238,0:24:275,SOFT,9.0,1,262.0,266.0,273.0,301.0,,False
HUL,Haas F1 Team,17.0,1:20:884,0:24:119,0:32:565,0:24:200,SOFT,10.0,1,267.0,268.0,275.0,,,False
HUL,Haas F1 Team,18.0,1:21:859,0:24:406,0:32:899,0:24:554,SOFT,11.0,1,261.0,266.0,274.0,305.0,,False
HUL,Haas F1 Team,19.0,1:20:909,0:24:055,0:32:517,0:24:337,SOFT,12.0,1,269.0,276.0,274.0,306.0,,False
HUL,Haas F1 Team,20.0,1:20:945,0:24:007,0:32:507,0:24:431,SOFT,13.0,1,268.0,269.0,273.0,305.0,,False
HUL,Haas F1 Team,21.0,1:21:567,0:24:125,0:32:827,0:24:615,SOFT,14.0,1,,266.0,273.0,302.0,,False
HUL,Haas F1 Team,22.0,1:22:144,0:24:566,0:32:887,0:24:691,SOFT,15.0,1,255.0,267.0,273.0,305.0,,False
HUL,Haas F1 Team,23.0,1:21:539,0:24:167,0:32:759,0:24:613,SOFT,16.0,1,264.0,267.0,274.0,306.0,,False
HUL,Haas F1 Team,24.0,1:21:715,0:24:667,0:32:626,0:24:422,SOFT,17.0,1,267.0,272.0,275.0,305.0,,False
HUL,Haas F1 Team,25.0,1:20:474,0:23:623,0:32:411,0:24:440,SOFT,18.0,1,269.0,276.0,271.0,323.0,,False
HUL,Haas F1 Team,26.0,1:21:243,0:24:037,0:32:708,0:24:498,SOFT,19.0,1,268.0,275.0,274.0,303.0,,False
HUL,Haas F1 Team,27.0,1:25:126,0:24:019,0:32:641,0:28:466,SOFT,20.0,1,271.0,277.0,,304.0,,False
HUL,Haas F1 Team,28.0,1:41:156,0:44:536,0:32:387,0:24:233,MEDIUM,8.0,1,269.0,277.0,274.0,252.0,,False
HUL,Haas F1 Team,29.0,1:20:058,0:23:763,0:32:094,0:24:201,MEDIUM,9.0,1,270.0,279.0,275.0,304.0,,False
HUL,Haas F1 Team,30.0,1:34:633,0:24:370,0:32:549,0:37:714,MEDIUM,10.0,1,261.0,261.0,69.0,307.0,,False
HUL,Haas F1 Team,31.0,1:51:466,0:48:288,0:33:441,0:29:737,MEDIUM,11.0,1,251.0,235.0,,275.0,,False
OCO,Alpine,1.0,,,0:40:370,0:32:216,HARD,1.0,1,196.0,257.0,282.0,189.0,,False
OCO,Alpine,2.0,1:16:303,0:22:944,0:30:530,0:22:829,HARD,2.0,1,281.0,297.0,289.0,317.0,,True
OCO,Alpine,3.0,2:04:694,0:35:977,0:53:430,0:35:287,HARD,3.0,1,119.0,198.0,280.0,306.0,,False
OCO,Alpine,4.0,1:15:999,0:22:619,0:30:545,0:22:835,HARD,4.0,1,286.0,299.0,292.0,323.0,,True
OCO,Alpine,5.0,1:59:838,0:33:957,0:57:002,0:28:879,HARD,5.0,1,131.0,186.0,290.0,305.0,,False
OCO,Alpine,6.0,1:16:020,0:22:539,0:30:647,0:22:834,HARD,6.0,1,286.0,300.0,291.0,327.0,,False
OCO,Alpine,7.0,1:41:262,0:26:946,0:44:063,0:30:253,HARD,7.0,1,161.0,194.0,,307.0,,False
OCO,Alpine,8.0,,,0:44:668,0:32:173,SOFT,1.0,1,167.0,269.0,290.0,145.0,,False
OCO,Alpine,9.0,1:14:242,0:22:164,0:29:707,0:22:371,SOFT,2.0,1,289.0,303.0,290.0,322.0,,True
OCO,Alpine,10.0,2:15:484,0:32:967,0:55:988,0:46:529,SOFT,3.0,1,165.0,86.0,,302.0,,False
OCO,Alpine,11.0,2:18:432,0:53:183,0:53:826,0:31:423,SOFT,4.0,1,118.0,252.0,290.0,137.0,,False
OCO,Alpine,12.0,1:14:808,0:22:279,0:30:097,0:22:432,SOFT,5.0,1,286.0,302.0,292.0,322.0,,False
OCO,Alpine,13.0,1:43:548,0:28:465,0:41:240,0:33:843,SOFT,6.0,1,194.0,235.0,,307.0,,False
OCO,Alpine,14.0,,,0:32:469,0:24:145,SOFT,7.0,1,252.0,268.0,274.0,228.0,,False
OCO,Alpine,15.0,1:20:174,0:23:902,0:32:210,0:24:062,SOFT,8.0,1,271.0,268.0,284.0,301.0,,False
OCO,Alpine,16.0,1:19:606,0:23:440,0:32:145,0:24:021,SOFT,9.0,1,267.0,273.0,275.0,325.0,,False
OCO,Alpine,17.0,1:20:216,0:23:830,0:32:081,0:24:305,SOFT,10.0,1,269.0,276.0,275.0,306.0,,False
OCO,Alpine,18.0,1:20:661,0:24:180,0:32:323,0:24:158,SOFT,11.0,1,266.0,275.0,275.0,,,False
OCO,Alpine,19.0,1:20:548,0:24:071,0:32:318,0:24:159,SOFT,12.0,1,268.0,274.0,277.0,308.0,,False
OCO,Alpine,20.0,1:21:072,0:24:064,0:32:682,0:24:326,SOFT,13.0,1,261.0,270.0,275.0,,,False
OCO,Alpine,21.0,1:20:829,0:24:043,0:32:604,0:24:182,SOFT,14.0,1,262.0,272.0,275.0,310.0,,False
OCO,Alpine,22.0,1:21:068,0:24:019,0:32:690,0:24:359,SOFT,15.0,1,261.0,264.0,275.0,,,False
OCO,Alpine,23.0,1:21:226,0:24:126,0:32:752,0:24:348,SOFT,16.0,1,259.0,265.0,275.0,,,False
OCO,Alpine,24.0,1:21:864,0:24:154,0:33:175,0:24:535,SOFT,17.0,1,260.0,267.0,273.0,307.0,,False
OCO,Alpine,25.0,1:21:664,0:24:181,0:33:019,0:24:464,SOFT,18.0,1,259.0,269.0,272.0,305.0,,False
OCO,Alpine,26.0,1:21:488,0:24:132,0:32:779,0:24:577,SOFT,19.0,1,260.0,270.0,274.0,303.0,,False
OCO,Alpine,27.0,1:20:870,0:23:966,0:32:569,0:24:335,SOFT,20.0,1,274.0,277.0,275.0,,,False
OCO,Alpine,28.0,1:21:067,0:23:982,0:32:696,0:24:389,SOFT,21.0,1,263.0,277.0,275.0,307.0,,False
OCO,Alpine,29.0,2:04:282,0:31:492,0:45:251,0:47:539,SOFT,22.0,1,150.0,192.0,62.0,,,False
OCO,Alpine,30.0,2:10:486,1:00:227,0:38:589,0:31:670,SOFT,23.0,1,183.0,218.0,,280.0,,False
HAM,Mercedes,1.0,,,0:37:916,0:29:092,TEST_UNKNOWN,8.0,1,237.0,136.0,281.0,237.0,,False
HAM,Mercedes,2.0,1:29:281,0:23:128,0:37:170,0:28:983,TEST_UNKNOWN,9.0,1,282.0,144.0,283.0,318.0,,True
HAM,Mercedes,3.0,1:17:245,0:22:785,0:31:132,0:23:328,TEST_UNKNOWN,10.0,1,284.0,301.0,285.0,323.0,,True
HAM,Mercedes,4.0,2:06:956,0:35:129,1:00:156,0:31:671,TEST_UNKNOWN,11.0,1,124.0,193.0,281.0,207.0,,False
HAM,Mercedes,5.0,1:30:540,0:25:548,0:35:588,0:29:404,TEST_UNKNOWN,12.0,1,181.0,231.0,,319.0,,False
HAM,Mercedes,6.0,1:54:007,0:51:790,0:36:410,0:25:807,MEDIUM,1.0,1,230.0,274.0,283.0,188.0,,False
HAM,Mercedes,7.0,1:16:204,0:22:694,0:30:516,0:22:994,MEDIUM,2.0,1,286.0,302.0,286.0,317.0,,True
HAM,Mercedes,8.0,1:53:457,0:35:156,0:47:800,0:30:501,MEDIUM,3.0,1,132.0,199.0,281.0,174.0,,False
HAM,Mercedes,9.0,1:16:010,0:22:588,0:30:469,0:22:953,MEDIUM,4.0,1,285.0,303.0,287.0,317.0,,True
HAM,Mercedes,10.0,1:29:702,0:28:300,0:33:904,0:27:498,MEDIUM,5.0,1,226.0,263.0,,303.0,,False
HAM,Mercedes,11.0,,,0:35:826,0:31:827,SOFT,1.0,1,221.0,269.0,289.0,225.0,,False
HAM,Mercedes,12.0,1:14:549,0:21:964,0:29:740,0:22:845,SOFT,2.0,1,288.0,307.0,287.0,325.0,,True
HAM,Mercedes,13.0,2:23:796,0:42:661,0:58:575,0:42:560,SOFT,3.0,1,158.0,123.0,,158.0,,False
HAM,Mercedes,14.0,2:09:123,0:58:882,0:38:992,0:31:249,SOFT,4.0,1,198.0,224.0,284.0,204.0,,False
HAM,Mercedes,15.0,1:15:124,0:22:343,0:30:084,0:22:697,SOFT,5.0,1,285.0,301.0,289.0,321.0,,False
HAM,Mercedes,16.0,1:30:437,0:29:063,0:33:039,0:28:335,SOFT,6.0,1,227.0,233.0,,206.0,,False
HAM,Mercedes,17.0,,,0:34:277,0:26:036,SOFT,7.0,1,244.0,233.0,268.0,234.0,,False
HAM,Mercedes,18.0,1:20:602,0:24:237,0:32:181,0:24:184,SOFT,8.0,1,260.0,271.0,271.0,299.0,,False
HAM,Mercedes,19.0,1:20:403,0:24:050,0:32:173,0:24:180,SOFT,9.0,1,259.0,268.0,272.0,,,False
HAM,Mercedes,20.0,1:20:172,0:23:964,0:32:026,0:24:182,SOFT,10.0,1,263.0,274.0,273.0,300.0,,False
HAM,Mercedes,21.0,1:20:431,0:23:907,0:32:244,0:24:280,SOFT,11.0,1,266.0,271.0,273.0,301.0,,False
HAM,Mercedes,22.0,1:23:749,0:24:044,0:34:370,0:25:335,SOFT,12.0,1,267.0,207.0,273.0,302.0,,False
HAM,Mercedes,23.0,1:24:961,0:23:960,0:32:708,0:28:293,SOFT,13.0,1,,262.0,,317.0,,False
HAM,Mercedes,24.0,1:40:087,0:43:613,0:32:119,0:24:355,MEDIUM,6.0,1,273.0,276.0,272.0,247.0,,False
HAM,Mercedes,25.0,1:20:715,0:23:957,0:32:434,0:24:324,MEDIUM,7.0,1,269.0,263.0,272.0,303.0,,False
HAM,Mercedes,26.0,1:20:136,0:23:914,0:32:152,0:24:070,MEDIUM,8.0,1,,271.0,274.0,,,False
HAM,Mercedes,27.0,1:24:322,0:24:582,0:35:391,0:24:349,MEDIUM,9.0,1,253.0,269.0,273.0,306.0,,False
HAM,Mercedes,28.0,1:19:948,0:23:787,0:32:053,0:24:108,MEDIUM,10.0,1,273.0,272.0,274.0,304.0,,False
HAM,Mercedes,29.0,1:20:199,0:23:803,0:32:215,0:24:181,MEDIUM,11.0,1,272.0,270.0,274.0,303.0,,False
HAM,Mercedes,30.0,2:00:105,0:32:049,0:41:492,0:46:564,MEDIUM,12.0,1,187.0,218.0,52.0,199.0,,False
HAM,Mercedes,31.0,2:01:751,0:55:652,0:33:865,0:32:234,MEDIUM,13.0,1,253.0,225.0,,283.0,,False
SAI,Ferrari,1.0,,,0:39:069,0:41:753,SOFT,1.0,1,202.0,192.0,285.0,191.0,,False
SAI,Ferrari,2.0,1:14:999,0:22:281,0:29:980,0:22:738,SOFT,2.0,1,283.0,299.0,289.0,321.0,,True
SAI,Ferrari,3.0,2:16:731,0:41:192,0:53:339,0:42:200,SOFT,3.0,1,160.0,136.0,,121.0,,False
SAI,Ferrari,4.0,,1:20:537,0:44:905,0:34:082,SOFT,4.0,1,65.0,178.0,292.0,165.0,,False
SAI,Ferrari,5.0,1:15:522,0:22:341,0:30:295,0:22:886,SOFT,5.0,1,283.0,305.0,291.0,325.0,,False
SAI,Ferrari,6.0,1:55:947,0:38:477,0:43:828,0:33:642,SOFT,6.0,1,188.0,187.0,,146.0,,False
SAI,Ferrari,7.0,,,0:41:195,0:27:241,SOFT,1.0,1,176.0,220.0,291.0,161.0,,False
SAI,Ferrari,8.0,1:14:274,0:22:055,0:29:698,0:22:521,SOFT,2.0,1,286.0,301.0,293.0,323.0,,True
SAI,Ferrari,9.0,1:47:741,0:33:137,0:40:351,0:34:253,SOFT,3.0,1,176.0,201.0,,185.0,,False
SAI,Ferrari,10.0,,,0:34:427,0:24:941,TEST_UNKNOWN,1.0,1,228.0,266.0,272.0,223.0,,False
SAI,Ferrari,11.0,1:20:066,0:24:038,0:32:171,0:23:857,TEST_UNKNOWN,2.0,1,270.0,267.0,273.0,300.0,,False
SAI,Ferrari,12.0,1:20:256,0:23:999,0:32:260,0:23:997,TEST_UNKNOWN,3.0,1,266.0,269.0,274.0,,,False
SAI,Ferrari,13.0,1:20:021,0:23:913,0:32:176,0:23:932,TEST_UNKNOWN,4.0,1,,271.0,273.0,,,False
SAI,Ferrari,14.0,1:20:340,0:24:045,0:32:282,0:24:013,TEST_UNKNOWN,5.0,1,262.0,271.0,273.0,,,False
SAI,Ferrari,15.0,1:20:368,0:23:960,0:32:321,0:24:087,TEST_UNKNOWN,6.0,1,267.0,272.0,274.0,302.0,,False
SAI,Ferrari,16.0,1:20:273,0:23:934,0:32:241,0:24:098,TEST_UNKNOWN,7.0,1,,277.0,273.0,301.0,,False
SAI,Ferrari,17.0,1:20:391,0:23:985,0:32:197,0:24:209,TEST_UNKNOWN,8.0,1,266.0,279.0,272.0,,,False
SAI,Ferrari,18.0,1:20:393,0:24:017,0:32:316,0:24:060,TEST_UNKNOWN,9.0,1,272.0,280.0,275.0,,,False
SAI,Ferrari,19.0,1:20:724,0:24:028,0:32:394,0:24:302,TEST_UNKNOWN,10.0,1,271.0,281.0,272.0,302.0,,False
SAI,Ferrari,20.0,1:20:553,0:23:963,0:32:322,0:24:268,TEST_UNKNOWN,11.0,1,,282.0,273.0,303.0,,False
SAI,Ferrari,21.0,1:20:631,0:23:921,0:32:400,0:24:310,TEST_UNKNOWN,12.0,1,,280.0,274.0,305.0,,False
SAI,Ferrari,22.0,1:25:307,0:23:988,0:32:742,0:28:577,TEST_UNKNOWN,13.0,1,267.0,278.0,,,,False
SAI,Ferrari,23.0,1:40:273,0:43:190,0:32:676,0:24:407,SOFT,7.0,1,258.0,267.0,272.0,251.0,,False
SAI,Ferrari,24.0,1:20:146,0:24:034,0:32:108,0:24:004,SOFT,8.0,1,269.0,269.0,273.0,300.0,,False
SAI,Ferrari,25.0,1:19:511,0:23:961,0:31:833,0:23:717,SOFT,9.0,1,268.0,273.0,274.0,301.0,,False
SAI,Ferrari,26.0,1:19:665,0:23:829,0:31:987,0:23:849,SOFT,10.0,1,,273.0,275.0,,,False
SAI,Ferrari,27.0,1:19:986,0:23:846,0:32:197,0:23:943,SOFT,11.0,1,267.0,276.0,273.0,303.0,,False
SAI,Ferrari,28.0,1:19:975,0:23:792,0:32:173,0:24:010,SOFT,12.0,1,271.0,279.0,274.0,,,False
SAI,Ferrari,29.0,1:35:533,0:23:950,0:37:379,0:34:204,SOFT,13.0,1,265.0,174.0,273.0,302.0,,False
SAI,Ferrari,30.0,1:19:725,0:23:730,0:31:976,0:24:019,SOFT,14.0,1,274.0,285.0,276.0,303.0,,False
SAI,Ferrari,31.0,1:59:399,0:28:536,0:42:302,0:48:561,SOFT,15.0,1,170.0,191.0,52.0,306.0,,False
SAI,Ferrari,32.0,2:06:841,0:59:745,0:33:726,0:33:370,SOFT,16.0,1,238.0,257.0,,288.0,,False
RUS,Mercedes,1.0,,,0:33:927,0:24:524,TEST_UNKNOWN,8.0,1,230.0,269.0,280.0,234.0,,False
RUS,Mercedes,2.0,1:17:731,0:23:047,0:31:223,0:23:461,TEST_UNKNOWN,9.0,1,276.0,293.0,285.0,316.0,,True
RUS,Mercedes,3.0,1:37:211,0:30:040,0:39:361,0:27:810,TEST_UNKNOWN,10.0,1,153.0,217.0,284.0,300.0,,False
